,biol_act,num_of_crit_points,num_of_3_minus_1,num_of_3_plus_1,num_of_3_plus_3,sum_rol,sum_roe,sum_rolroe,sum_rolroe_ala,sum_rolroe_arg,sum_rolroe_asn,sum_rolroe_asp,sum_rolroe_cys,sum_rolroe_glu,sum_rolroe_gln,sum_rolroe_gly,sum_rolroe_his,sum_rolroe_ile,sum_rolroe_leu,sum_rolroe_lys,sum_rolroe_met,sum_rolroe_phe,sum_rolroe_pro,sum_rolroe_ser,sum_rolroe_thr,sum_rolroe_trp,sum_rolroe_tyr,sum_rolroe_val,sum_rolroe_hoh,sum_rol_h,sum_rol_c,sum_rol_n,sum_rol_o,sum_rol_f,sum_rol_p,sum_rol_s,sum_rol_cl,sum_rol_br,sum_rol_i,yon_3_minus_1,yon_3_plus_1,yon_3_plus_3,yon_rolroe_ala,yon_rolroe_arg,yon_rolroe_asn,yon_rolroe_asp,yon_rolroe_cys,yon_rolroe_glu,yon_rolroe_gln,yon_rolroe_gly,yon_rolroe_his,yon_rolroe_ile,yon_rolroe_leu,yon_rolroe_lys,yon_rolroe_met,yon_rolroe_phe,yon_rolroe_pro,yon_rolroe_ser,yon_rolroe_thr,yon_rolroe_trp,yon_rolroe_tyr,yon_rolroe_val,yon_rolroe_hoh,yon_rol_h,yon_rol_c,yon_rol_n,yon_rol_o,yon_rol_f,yon_rol_p,yon_rol_s,yon_rol_cl,yon_rol_br,yon_rol_i
6dh8,9.84,73,61,12,0,1.9705082000000003,1.8489009,3.8194091000000006,0.0611883,0.09165029999999999,0.0,1.5600559,0.0,0.0,0.0,0.8254177,0.0,0.1289708,0.0628746,0.0,0.0,0.0,0.07670579999999999,0.0,0.0,0.0,0.0,0.2619226,0.7506231,2.7804444,0.09719130000000001,0.1168274,0.8089891,0.0,0.0,0.015956900000000003,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
6dif,10.72,65,50,15,0,1.2219802,1.2480674999999999,2.4700477,0.06979969999999999,0.14122010000000002,0.0,0.6595678,0.0,0.0,0.0,0.6175113999999999,0.0,0.5594497,0.031803,0.0,0.0,0.0,0.022324499999999997,0.0,0.0,0.0,0.0,0.0353982,0.33297329999999997,1.0462734,0.1797087,0.2537161,0.9318774999999998,0.058471999999999996,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
6dil,8.12,54,44,10,0,1.1392871000000002,1.1172376000000002,2.2565247000000004,0.0737271,0.1079408,0.0,0.6441585000000001,0.0,0.0,0.0,0.595686,0.0,0.45460370000000005,0.0347498,0.0,0.0,0.0,0.016247400000000002,0.0,0.0,0.0,0.0,0.0435182,0.28589319999999996,0.8999709999999999,0.1594928,0.22656579999999998,0.9474874999999999,0.0230076,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
6dj1,10.51,84,63,21,0,2.0565073,1.9019838,3.9584911,0.2532336,0.0,0.0,1.9188214,0.0,0.0,0.0,0.8821265,0.0,0.1791237,0.0209739,0.0,0.0,0.0,0.093196,0.0,0.0,0.0,0.0,0.0818864,0.5291296000000001,2.6379155,0.7778550999999999,0.0,0.5427204999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
6dj2,8.12,88,67,21,0,2.0153003,1.8811646999999998,3.8964649999999996,0.24192429999999998,0.0,0.0,1.7569633000000002,0.0,0.0,0.0,0.7988827000000001,0.0,0.2243343,0.0181383,0.0,0.0,0.0,0.12169959999999999,0.0,0.0,0.0,0.0,0.1014665,0.633056,2.6762354999999998,0.6538992,0.0,0.5663303000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
6dj5,8.14,61,50,11,0,1.6567786999999998,1.6109928999999998,3.2677715999999997,0.0258136,0.034955299999999995,0.0,1.5534774999999998,0.0,0.0,0.0,0.5723864000000001,0.0,0.29985189999999995,0.0169446,0.0,0.0,0.0,0.0568009,0.0,0.0,0.0,0.0,0.12035040000000001,0.587191,2.0776022000000003,0.20771910000000002,0.0,0.9824503,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
6dj7,8.72,62,48,13,1,1.7715013000000002,1.7438358,3.5153371,0.038276000000000004,0.0435451,0.0,1.5258368999999998,0.0,0.0,0.0,1.1446812999999998,0.0,0.2287879,0.04574,0.0,0.0,0.0,0.0484817,0.0,0.0,0.0,0.0,0.0813381,0.3586501,2.0361547,0.22691630000000002,0.17296460000000002,0.6562467999999999,0.4230547,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
6e7j,9.48,67,53,14,0,1.6432216999999998,1.5402818,3.1835034999999996,0.0278092,0.10354270000000002,0.0,1.6069916000000002,0.0,0.0,0.0,0.7570249,0.0,0.17174309999999998,0.0152616,0.0,0.0,0.0,0.064266,0.0,0.0,0.0,0.0,0.1470789,0.28978550000000003,2.0060133,0.29803040000000003,0.0,0.8794598,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
6e9a,11.92,69,57,12,0,1.4430336000000001,1.3874203,2.8304539,0.023059200000000002,0.0,0.0,1.2051298999999998,0.0,0.0,0.0,0.8048453,0.0,0.2722303,0.0252883,0.0,0.0,0.0,0.0738968,0.0,0.0,0.0,0.0,0.0760846,0.3499195,1.9519858,0.144889,0.0,0.7335791,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
6ixd,9.8,97,74,23,0,2.2860255,2.0778555,4.363881,0.0797935,0.0,0.0,1.8519337999999999,0.0,0.0,0.0,0.9915274999999999,0.0,0.1973081,0.0,0.0961745,0.0,0.0,0.061736099999999995,0.0,0.0,0.0,0.0,0.2277579,0.8576496,3.3629716,0.342662,0.0,0.6009877,0.0,0.0,0.0572597,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
6o48,7.12,83,65,18,0,3.0344018999999998,2.8322751999999993,5.866677099999999,0.1305192,0.1685222,0.0,1.2067279000000002,0.0,0.0,0.0,1.6692302,0.0,0.22247240000000001,0.0703704,0.8698788,0.2476344,0.0371268,0.0778504,0.0,0.0,0.0,0.0,0.1278014,1.038543,4.4293461,0.0543824,0.0,1.3829486000000002,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
6o5a,6.29,89,61,27,1,2.8330767,2.6843295,5.5174062,0.277107,0.228723,0.0,2.150945,0.0,0.0,0.0,0.40577389999999997,0.0,0.30266919999999997,0.0575532,0.05531559999999999,0.0,0.0,0.33100150000000006,0.35104820000000003,0.0,0.0,0.0,0.9340979,0.42317170000000004,4.0694848,0.2267148,0.1244643,1.0967422999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
6o5x,7.66,76,56,20,0,2.7097759999999993,2.5271417,5.236917699999999,0.1826975,0.1068385,0.0,1.7366372,0.0,0.0,0.0236714,0.46957610000000005,0.0,0.12107,0.1968132,0.0198104,0.0,0.0,0.046095399999999995,0.031167900000000002,0.0,0.0,0.0,0.9193619,1.3831782,3.6700916,0.016551000000000003,0.0291313,1.5211438,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
6otg,7.5,69,53,16,0,1.7460123,1.6590038,3.4050161,0.042491799999999996,0.1131043,0.0,1.3305151999999998,0.0,0.0,0.0,0.6306607,0.0,0.2911525,0.0344081,0.0,0.0,0.0,0.0526856,0.0,0.0,0.0,0.0,0.0756687,0.8343292,2.3752141,0.1632112,0.0,0.851558,0.0,0.0,0.015032799999999999,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
6prf,8.6,62,49,13,0,1.7418544,1.6309742000000003,3.3728286,0.09026690000000001,0.0384119,0.5238712,0.9518290999999999,0.0,0.0,0.0,0.7742817,0.0,0.10816519999999999,0.0327278,0.0,0.0,0.0,0.0259756,0.0,0.0,0.0,0.0,0.0825042,0.7447950000000001,2.1127821,0.1797435,0.1865135,0.6678422,0.22594730000000002,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
7upj,8.49,42,33,9,0,1.1219642,1.1001241,2.2220883000000002,0.11114199999999999,0.0207887,0.0,0.6285479999999999,0.0,0.0,0.0,0.48953240000000003,0.0,0.5085257,0.19186360000000002,0.0,0.0,0.0,0.0154757,0.0,0.0,0.0,0.0,0.099572,0.1566402,1.3627752000000002,0.2523294,0.0,0.6069837,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
